Player,Club,League,Group,Goals/90,Assists/90,(Goals+Assists)/90,Non-Penalty Goals/90,(Non-Penalty Goals + Assists)/90,Expected Goals/90,Expected Assists/90,(Expected Goals + Expected Assists)/90,Non-Penalty Expected Goals/90,(Non-Penalty Expected Goals + Expected Assists)/90,Progressive Carries,Progressive Passes,Progressive Passes Received
Raphinha,Barcelona,La Liga,Attacker,0.57,0.29,0.86,0.51,0.79,0.61,0.4,1.01,0.56,0.96,94,135,349
Marcus Rashford,Manchester Utd,Premier League,Attacker,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35,20,21,79
Giacomo Raspadori,Napoli,Serie A,Attacker,0.49,0.08,0.57,0.49,0.57,0.33,0.2,0.52,0.33,0.52,18,42,57
Andrei Ratiu,Rayo Vallecano,La Liga,Defender,0.06,0.09,0.15,0.06,0.15,0.05,0.17,0.22,0.05,0.22,122,145,167
David Raum,RB Leipzig,Bundesliga,Defender,0.05,0.25,0.3,0.05,0.3,0.02,0.33,0.35,0.02,0.35,36,71,127
Tijjani Reijnders,Milan,Serie A,Midfielder,0.29,0.12,0.4,0.29,0.4,0.22,0.1,0.32,0.22,0.32,111,230,121
Rocco Reitz,Gladbach,Bundesliga,Midfielder,0.1,0.05,0.15,0.1,0.15,0.08,0.1,0.19,0.08,0.19,18,91,30
Nicolai Remberg,Holstein Kiel,Bundesliga,Midfielder,0.0,0.04,0.04,0.0,0.04,0.06,0.03,0.09,0.06,0.09,25,80,31
Mateo Retegui,Atalanta,Serie A,Attacker,0.94,0.3,1.25,0.79,1.1,0.71,0.18,0.9,0.56,0.75,21,46,199
Elvis Rexhbeçaj,Augsburg,Bundesliga,Midfielder,0.05,0.05,0.1,0.05,0.1,0.07,0.05,0.13,0.07,0.13,31,94,82
Alexsandro Ribeiro,Lille,Ligue 1,Defender,0.03,0.03,0.07,0.03,0.07,0.05,0.01,0.07,0.05,0.07,25,178,8
Samuele Ricci,Torino,Serie A,Midfielder,0.03,0.03,0.06,0.03,0.06,0.04,0.02,0.06,0.04,0.06,43,116,30
Declan Rice,Arsenal,Premier League,Midfielder,0.13,0.22,0.35,0.13,0.35,0.11,0.21,0.32,0.11,0.32,90,192,94
Chris Richards,Crystal Palace,Premier League,Defender,0.05,0.0,0.05,0.05,0.05,0.06,0.0,0.07,0.06,0.07,6,39,2
Amir Richardson,Fiorentina,Serie A,Midfielder,0.08,0.08,0.16,0.08,0.16,0.07,0.05,0.12,0.07,0.12,19,47,31
Diego Rico,Getafe,La Liga,Defender,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.1,0.01,0.1,27,136,84
Luis Rioja,Valencia,La Liga,Midfielder,0.16,0.1,0.25,0.1,0.19,0.1,0.14,0.25,0.05,0.2,93,103,228
Lars Ritzka,St. Pauli,Bundesliga,Defender,0.1,0.0,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,8,21,34
Andrew Robertson,Liverpool,Premier League,Defender,0.0,0.04,0.04,0.0,0.04,0.04,0.17,0.21,0.04,0.21,64,176,108
Antonee Robinson,Fulham,Premier League,Defender,0.0,0.28,0.28,0.0,0.28,0.02,0.12,0.14,0.02,0.14,118,131,274
Marc Roca,Betis,La Liga,Midfielder,0.2,0.2,0.4,0.2,0.4,0.11,0.1,0.21,0.11,0.21,11,59,13
Rodrygo,Real Madrid,La Liga,Attacker,0.28,0.23,0.51,0.28,0.51,0.19,0.14,0.33,0.18,0.32,113,108,253
Ricardo Rodríguez,Betis,La Liga,Defender,0.0,0.07,0.07,0.0,0.07,0.01,0.03,0.04,0.01,0.04,19,63,32
Guido Rodríguez,West Ham,Premier League,Midfielder,0.0,0.08,0.08,0.0,0.08,0.02,0.01,0.03,0.02,0.03,4,33,7
Jesus Rodríguez,Betis,La Liga,Attacker,0.16,0.0,0.16,0.16,0.16,0.18,0.02,0.2,0.18,0.2,53,35,99
Damián Rodríguez,Celta Vigo,La Liga,Midfielder,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,8,71,12
Dani Rodríguez,Mallorca,La Liga,Midfielder,0.17,0.29,0.46,0.17,0.46,0.12,0.13,0.25,0.12,0.25,37,78,108
Kirian Rodríguez,Las Palmas,La Liga,Midfielder,0.0,0.15,0.15,0.0,0.15,0.08,0.07,0.16,0.08,0.16,25,128,39
Javi Rodríguez,Celta Vigo,La Liga,Defender,0.11,0.07,0.18,0.11,0.18,0.08,0.04,0.12,0.08,0.12,29,114,51
Mads Roerslev,Brentford,Premier League,Defender,0.0,0.16,0.16,0.0,0.16,0.02,0.24,0.26,0.02,0.26,17,51,54
Morgan Rogers,Aston Villa,Premier League,Attacker,0.23,0.29,0.52,0.23,0.52,0.19,0.23,0.42,0.19,0.42,114,123,188
Alessio Romagnoli,Lazio,Serie A,Defender,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,8,90,4
Isaac Romero,Sevilla,La Liga,Attacker,0.17,0.08,0.25,0.17,0.25,0.28,0.09,0.37,0.25,0.34,21,29,95
Carlos Romero,Espanyol,La Liga,Defender,0.07,0.04,0.11,0.07,0.11,0.07,0.07,0.15,0.07,0.15,50,64,113
Cristian Romero,Tottenham,Premier League,Defender,0.06,0.0,0.06,0.06,0.06,0.1,0.04,0.14,0.1,0.14,12,71,3
Oriol Romeu,Girona,La Liga,Midfielder,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,22,73,8
Valentin Rongier,Marseille,Ligue 1,Midfielder,0.17,0.06,0.23,0.17,0.23,0.06,0.06,0.12,0.06,0.12,25,110,28
Marten de Roon,Atalanta,Serie A,Midfielder,0.12,0.12,0.24,0.12,0.24,0.03,0.07,0.09,0.03,0.09,37,242,32
Vitor Roque,Betis,La Liga,Attacker,0.29,0.0,0.29,0.29,0.29,0.44,0.09,0.53,0.44,0.53,24,17,57
Lucas Oliveira Rosa,Valladolid,La Liga,Defender,0.0,0.05,0.05,0.0,0.05,0.04,0.09,0.13,0.04,0.13,31,50,74
Pablo Rosario,Nice,Ligue 1,Midfielder,0.15,0.05,0.2,0.1,0.15,0.19,0.03,0.22,0.15,0.18,17,89,25
Lasse Rosenboom,Holstein Kiel,Bundesliga,Defender,0.1,0.1,0.21,0.1,0.21,0.1,0.06,0.16,0.1,0.16,19,34,50
Max Rosenfelder,Freiburg,Bundesliga,Defender,0.07,0.0,0.07,0.07,0.07,0.03,0.05,0.08,0.03,0.08,24,29,18
Valentin Rosier,Leganés,La Liga,Defender,0.03,0.07,0.1,0.03,0.1,0.03,0.04,0.07,0.03,0.07,41,74,89
Tom Rothe,Union Berlin,Bundesliga,Defender,0.16,0.16,0.32,0.16,0.32,0.1,0.07,0.17,0.1,0.17,25,50,91
Anthony Rouault,Stuttgart,Bundesliga,Defender,0.07,0.0,0.07,0.07,0.07,0.04,0.02,0.06,0.04,0.06,6,52,4
Nicolò Rovella,Lazio,Serie A,Midfielder,0.0,0.1,0.1,0.0,0.1,0.05,0.07,0.12,0.05,0.12,45,159,42
Emile Smith Rowe,Fulham,Premier League,Midfielder,0.26,0.13,0.4,0.26,0.4,0.2,0.06,0.26,0.2,0.26,53,126,127
Amir Rrahmani,Napoli,Serie A,Defender,0.03,0.08,0.11,0.03,0.11,0.08,0.03,0.1,0.08,0.1,30,188,2
Matteo Ruggeri,Atalanta,Serie A,Defender,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.11,0.01,0.11,60,114,104
Aitor Ruibal,Betis,La Liga,Defender,0.07,0.21,0.27,0.07,0.27,0.06,0.17,0.23,0.06,0.23,21,50,64
Abel Ruiz,Girona,La Liga,Attacker,0.27,0.0,0.27,0.2,0.2,0.31,0.03,0.34,0.2,0.23,21,23,71
Georginio Rutter,Brighton,Premier League,Midfielder,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,42,67,79
Julian Ryerson,Dortmund,Bundesliga,Defender,0.08,0.12,0.2,0.08,0.2,0.03,0.18,0.21,0.03,0.21,66,92,136
Merlin Röhl,Freiburg,Bundesliga,Midfielder,0.0,0.09,0.09,0.0,0.09,0.07,0.16,0.23,0.07,0.23,20,22,60
Antonio Rüdiger,Real Madrid,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,20,94,4
Elias Saad,St. Pauli,Bundesliga,Attacker,0.3,0.2,0.5,0.3,0.5,0.28,0.08,0.36,0.28,0.36,29,27,76
Youssouf Sabaly,Betis,La Liga,Defender,0.0,0.06,0.06,0.0,0.06,0.01,0.05,0.06,0.01,0.06,25,62,63
Stefano Sabelli,Genoa,Serie A,Defender,0.0,0.09,0.09,0.0,0.09,0.01,0.08,0.09,0.01,0.09,36,88,43
Marcel Sabitzer,Dortmund,Bundesliga,Midfielder,0.06,0.0,0.06,0.06,0.06,0.1,0.09,0.19,0.1,0.19,24,97,70
Falaye Sacko,Montpellier,Ligue 1,Defender,0.0,0.07,0.07,0.0,0.07,0.0,0.01,0.01,0.0,0.01,21,59,34
Alexis Saelemaekers,Roma,Serie A,Defender,0.45,0.19,0.65,0.45,0.65,0.16,0.17,0.33,0.16,0.33,39,53,136
Modibo Sagnan,Montpellier,Ligue 1,Defender,0.08,0.0,0.08,0.08,0.08,0.03,0.03,0.06,0.03,0.06,13,51,3
Osame Sahraoui,Lille,Ligue 1,Attacker,0.21,0.21,0.42,0.21,0.42,0.2,0.25,0.45,0.2,0.45,69,89,159
Théo Sainte-Luce,Montpellier,Ligue 1,Defender,0.09,0.0,0.09,0.09,0.09,0.1,0.07,0.17,0.1,0.17,19,22,33
Bukayo Saka,Arsenal,Premier League,Attacker,0.31,0.52,0.83,0.26,0.78,0.36,0.4,0.75,0.31,0.71,96,70,255
Mohamed Salah,Liverpool,Premier League,Attacker,0.77,0.48,1.25,0.53,1.01,0.67,0.38,1.05,0.49,0.87,155,144,488
Kike Salas,Sevilla,La Liga,Defender,0.12,0.08,0.2,0.12,0.2,0.08,0.02,0.1,0.08,0.1,7,59,18
Manolis Saliakas,St. Pauli,Bundesliga,Midfielder,0.08,0.04,0.12,0.08,0.12,0.06,0.1,0.16,0.06,0.16,28,93,80
William Saliba,Arsenal,Premier League,Defender,0.06,0.0,0.06,0.06,0.06,0.07,0.03,0.09,0.07,0.09,16,138,6
Mohammed Salisu,Monaco,Ligue 1,Defender,0.09,0.0,0.09,0.09,0.09,0.07,0.0,0.07,0.07,0.07,8,68,3
Lazar Samardzic,Atalanta,Serie A,Midfielder,0.15,0.08,0.23,0.15,0.23,0.15,0.22,0.37,0.15,0.37,54,92,99
Antonio Sanabria,Torino,Serie A,Attacker,0.14,0.07,0.2,0.14,0.2,0.2,0.03,0.23,0.14,0.18,6,18,54
Oihan Sancet,Athletic Club,La Liga,Midfielder,0.83,0.06,0.89,0.67,0.72,0.54,0.1,0.64,0.4,0.51,52,90,115
Jadon Sancho,Chelsea,Premier League,Attacker,0.15,0.2,0.36,0.15,0.36,0.11,0.19,0.3,0.11,0.3,102,90,225
Philipp Sander,Gladbach,Bundesliga,Midfielder,0.06,0.0,0.06,0.06,0.06,0.08,0.04,0.12,0.08,0.12,16,60,29
Arouna Sangante,Le Havre,Ligue 1,Defender,0.22,0.0,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08,11,48,3
Nhoa Sangui,Reims,Ligue 1,Defender,0.0,0.16,0.16,0.0,0.16,0.01,0.04,0.05,0.01,0.05,21,45,53
Kaishu Sano,Mainz 05,Bundesliga,Midfielder,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,53,159,46
Baptiste Santamaria,Nice,Ligue 1,Midfielder,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,10,45,11
Andrey Santos,Strasbourg,Ligue 1,Midfielder,0.32,0.09,0.41,0.32,0.41,0.16,0.1,0.27,0.16,0.27,29,149,26
Leroy Sané,Bayern Munich,Bundesliga,Attacker,0.6,0.27,0.88,0.6,0.88,0.56,0.3,0.87,0.56,0.87,75,64,266
Amin Sarr,Hellas Verona,Serie A,Attacker,0.19,0.05,0.24,0.19,0.24,0.15,0.1,0.25,0.15,0.25,31,41,103
Pape Matar Sarr,Tottenham,Premier League,Midfielder,0.14,0.09,0.24,0.14,0.24,0.17,0.08,0.25,0.17,0.25,33,88,53
Mamadou Sarr,Strasbourg,Ligue 1,Defender,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,7,52,1
Malang Sarr,Lens,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,4,54,1
Ismaila Sarr,Crystal Palace,Premier League,Midfielder,0.27,0.2,0.46,0.27,0.46,0.35,0.28,0.64,0.35,0.64,75,85,183
Téji Savanier,Montpellier,Ligue 1,Midfielder,0.08,0.19,0.27,0.0,0.19,0.15,0.27,0.42,0.09,0.36,26,183,108
Nicolò Savona,Juventus,Serie A,Defender,0.1,0.05,0.16,0.1,0.16,0.02,0.06,0.09,0.02,0.09,35,59,44
Wesley Saïd,Lens,Ligue 1,Attacker,0.3,0.0,0.3,0.3,0.3,0.32,0.1,0.42,0.32,0.42,16,24,53
Joe Scally,Gladbach,Bundesliga,Defender,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,52,68,69
Kevin Schade,Brentford,Premier League,Attacker,0.43,0.08,0.51,0.43,0.51,0.32,0.14,0.47,0.32,0.47,61,38,165
Patrik Schick,Leverkusen,Bundesliga,Attacker,1.12,0.0,1.12,1.07,1.07,0.68,0.03,0.71,0.63,0.67,7,21,107
Joël Schingtienne,Venezia,Serie A,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,5,28,4
Keven Schlotterbeck,Augsburg,Bundesliga,Defender,0.21,0.07,0.28,0.21,0.28,0.05,0.04,0.1,0.05,0.1,3,59,2
Nico Schlotterbeck,Dortmund,Bundesliga,Defender,0.0,0.18,0.18,0.0,0.18,0.06,0.09,0.15,0.06,0.15,37,195,14
Romano Schmid,Werder Bremen,Bundesliga,Midfielder,0.16,0.13,0.29,0.13,0.25,0.14,0.2,0.33,0.11,0.31,107,279,201
András Schäfer,Union Berlin,Bundesliga,Midfielder,0.06,0.06,0.12,0.06,0.12,0.04,0.05,0.09,0.04,0.09,23,55,42
Fabian Schär,Newcastle Utd,Premier League,Defender,0.12,0.0,0.12,0.12,0.12,0.11,0.01,0.13,0.11,0.13,18,118,22
Jan Schöppner,Heidenheim,Bundesliga,Midfielder,0.13,0.1,0.23,0.13,0.23,0.13,0.12,0.25,0.13,0.25,35,107,48
Léo Scienza,Heidenheim,Bundesliga,Attacker,0.23,0.23,0.47,0.23,0.47,0.16,0.29,0.45,0.16,0.45,70,30,90
Eliesse Ben Seghir,Monaco,Ligue 1,Midfielder,0.31,0.15,0.46,0.21,0.36,0.29,0.27,0.55,0.21,0.48,85,122,170
Nicolas Seiwald,RB Leipzig,Bundesliga,Midfielder,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.08,0.01,0.08,17,140,30
Nélson Semedo,Wolves,Premier League,Defender,0.0,0.12,0.12,0.0,0.12,0.03,0.09,0.12,0.03,0.12,67,80,119
Antoine Semenyo,Bournemouth,Premier League,Attacker,0.31,0.14,0.45,0.31,0.45,0.28,0.16,0.44,0.28,0.44,140,109,282
Marcos Senesi,Bournemouth,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,12,62,7
Suat Serdar,Hellas Verona,Serie A,Midfielder,0.13,0.07,0.2,0.13,0.2,0.13,0.06,0.19,0.13,0.19,18,56,35
Sergi,Leganés,La Liga,Defender,0.06,0.0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,3,77,2
Stephan El Shaarawy,Roma,Serie A,Defender,0.25,0.33,0.57,0.25,0.57,0.22,0.1,0.32,0.22,0.32,42,49,77
Eldor Shomurodov,Roma,Serie A,Attacker,0.33,0.33,0.66,0.33,0.66,0.39,0.11,0.5,0.39,0.5,19,21,62
Djibril Sidibé,Toulouse,Ligue 1,Defender,0.0,0.13,0.13,0.0,0.13,0.02,0.13,0.14,0.02,0.14,16,121,50
Vincent Sierro,Toulouse,Ligue 1,Midfielder,0.19,0.04,0.22,0.11,0.15,0.16,0.14,0.29,0.1,0.24,15,147,27
Tim Siersleben,Heidenheim,Bundesliga,Defender,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,8,31,12
Bernardo Silva,Manchester City,Premier League,Midfielder,0.13,0.13,0.27,0.13,0.27,0.13,0.17,0.3,0.13,0.3,101,134,200
Caio Henrique Oliveira Silva,Monaco,Ligue 1,Defender,0.0,0.28,0.28,0.0,0.28,0.01,0.24,0.24,0.01,0.24,57,102,142
Fábio Silva,Las Palmas,La Liga,Attacker,0.48,0.14,0.63,0.39,0.53,0.42,0.1,0.52,0.31,0.41,30,26,119
Lorenzo De Silvestri,Bologna,Serie A,Defender,0.08,0.0,0.08,0.08,0.08,0.07,0.02,0.09,0.07,0.09,4,46,30
Abdallah Sima,Brest,Ligue 1,Attacker,0.51,0.15,0.65,0.51,0.65,0.43,0.07,0.5,0.43,0.5,36,24,92
Giuliano Simeone,Atlético Madrid,La Liga,Midfielder,0.09,0.28,0.37,0.09,0.37,0.1,0.24,0.35,0.1,0.35,69,49,189
Moses Simon,Nantes,Ligue 1,Attacker,0.28,0.34,0.62,0.14,0.48,0.2,0.23,0.43,0.09,0.32,147,59,222
Xavi Simons,RB Leipzig,Bundesliga,Midfielder,0.42,0.25,0.67,0.42,0.67,0.21,0.26,0.48,0.21,0.48,85,140,185
Danel Sinani,St. Pauli,Bundesliga,Attacker,0.14,0.14,0.29,0.14,0.29,0.12,0.21,0.33,0.12,0.33,16,60,64
Lassine Sinayoko,Auxerre,Ligue 1,Attacker,0.2,0.31,0.51,0.16,0.47,0.25,0.22,0.47,0.22,0.44,53,62,193
Wilfried Singo,Monaco,Ligue 1,Defender,0.04,0.09,0.13,0.04,0.13,0.08,0.06,0.14,0.08,0.14,35,118,27
Ibrahima Sissoko,Bochum,Bundesliga,Midfielder,0.07,0.03,0.1,0.07,0.1,0.06,0.05,0.11,0.06,0.11,35,105,69
Tim Skarke,Union Berlin,Bundesliga,Attacker,0.0,0.15,0.15,0.0,0.15,0.16,0.09,0.25,0.16,0.25,26,25,96
Ellyes Skhiri,Eint Frankfurt,Bundesliga,Midfielder,0.04,0.08,0.12,0.04,0.12,0.06,0.06,0.11,0.06,0.11,17,105,27
Oliver Skipp,Leicester City,Premier League,Midfielder,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,16,35,19
Steven Skrzybski,Holstein Kiel,Bundesliga,Midfielder,0.41,0.2,0.61,0.34,0.54,0.24,0.2,0.44,0.19,0.38,17,64,71
Eric Smith,St. Pauli,Bundesliga,Defender,0.03,0.03,0.06,0.03,0.06,0.05,0.05,0.09,0.05,0.09,16,118,11
Adam Smith,Bournemouth,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,15,49,34
Simon Sohm,Parma,Serie A,Midfielder,0.12,0.0,0.12,0.12,0.12,0.09,0.06,0.16,0.09,0.16,69,140,67
Alex Sola,Getafe,La Liga,Midfielder,0.0,0.09,0.09,0.0,0.09,0.08,0.06,0.14,0.08,0.14,24,23,61
Dominic Solanke,Tottenham,Premier League,Attacker,0.37,0.12,0.49,0.33,0.45,0.45,0.12,0.57,0.41,0.54,31,47,88
Carlos Soler,West Ham,Premier League,Midfielder,0.06,0.06,0.13,0.06,0.13,0.12,0.09,0.21,0.12,0.21,17,56,37
Oumar Solet,Udinese,Serie A,Defender,0.05,0.11,0.16,0.05,0.16,0.04,0.07,0.11,0.04,0.11,20,65,6
Borna Sosa,Torino,Serie A,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,13,51,49
Hugo Sotelo,Celta Vigo,La Liga,Midfielder,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,21,83,38
Florian Sotoca,Lens,Ligue 1,Attacker,0.05,0.05,0.1,0.05,0.1,0.23,0.07,0.31,0.23,0.31,44,105,170
Matìas Soulé,Roma,Serie A,Midfielder,0.25,0.25,0.51,0.25,0.51,0.15,0.26,0.42,0.15,0.42,84,89,191
Issa Soumaré,Le Havre,Ligue 1,Attacker,0.24,0.19,0.43,0.24,0.43,0.18,0.15,0.33,0.18,0.33,61,45,144
Boubakary Soumaré,Leicester City,Premier League,Midfielder,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,34,105,23
Tomáš Souček,West Ham,Premier League,Midfielder,0.32,0.04,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27,9,74,68
Djibril Sow,Sevilla,La Liga,Midfielder,0.09,0.04,0.13,0.09,0.13,0.1,0.07,0.18,0.1,0.18,23,100,50
Saidou Sow,Strasbourg,Ligue 1,Defender,0.0,0.09,0.09,0.0,0.09,0.03,0.01,0.04,0.03,0.04,0,16,2
Djed Spence,Tottenham,Premier League,Defender,0.05,0.1,0.15,0.05,0.15,0.03,0.09,0.12,0.03,0.12,59,105,70
Leonardo Spinazzola,Napoli,Serie A,Defender,0.06,0.06,0.12,0.06,0.12,0.04,0.21,0.25,0.04,0.25,83,88,81
Anton Stach,Hoffenheim,Bundesliga,Midfielder,0.03,0.07,0.1,0.03,0.1,0.07,0.08,0.15,0.07,0.15,33,152,36
Jens Stage,Werder Bremen,Bundesliga,Midfielder,0.41,0.2,0.61,0.41,0.61,0.29,0.12,0.41,0.29,0.41,28,104,89
Carl Starfelt,Celta Vigo,La Liga,Defender,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,11,66,1
Niklas Stark,Werder Bremen,Bundesliga,Defender,0.0,0.04,0.04,0.0,0.04,0.05,0.0,0.05,0.05,0.05,7,62,3
Lucas Stassin,Saint-Étienne,Ligue 1,Attacker,0.57,0.19,0.76,0.57,0.76,0.35,0.17,0.53,0.35,0.52,26,35,149
Jack Stephens,Southampton,Premier League,Defender,0.06,0.0,0.06,0.06,0.06,0.04,0.01,0.05,0.04,0.05,14,63,2
Angelo Stiller,Stuttgart,Bundesliga,Midfielder,0.03,0.26,0.3,0.03,0.3,0.06,0.24,0.29,0.06,0.29,39,289,69
Gabriel Strefezza,Como,Serie A,Attacker,0.21,0.14,0.34,0.21,0.34,0.13,0.13,0.26,0.13,0.26,80,106,190
Cristhian Stuani,Girona,La Liga,Attacker,0.92,0.17,1.09,0.67,0.83,0.68,0.05,0.73,0.49,0.54,2,10,36
Kevin Stöger,Gladbach,Bundesliga,Midfielder,0.17,0.17,0.35,0.06,0.23,0.22,0.31,0.53,0.13,0.44,40,121,95
Gabriel Suazo,Toulouse,Ligue 1,Defender,0.0,0.25,0.25,0.0,0.25,0.03,0.16,0.19,0.03,0.19,42,109,118
Yukinari Sugawara,Southampton,Premier League,Defender,0.06,0.06,0.12,0.06,0.12,0.03,0.13,0.16,0.03,0.16,33,72,78
Kamaldeen Sulemana,Southampton,Premier League,Attacker,0.06,0.06,0.13,0.06,0.13,0.1,0.06,0.16,0.1,0.16,63,27,87
Tomáš Suslov,Hellas Verona,Serie A,Midfielder,0.0,0.04,0.04,0.0,0.04,0.07,0.08,0.15,0.07,0.15,39,82,77
Álex Suárez,Las Palmas,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,6,53,3
Luka Sučić,Real Sociedad,La Liga,Midfielder,0.05,0.05,0.1,0.05,0.1,0.17,0.13,0.3,0.17,0.3,30,79,56
Mattias Svanberg,Wolfsburg,Bundesliga,Midfielder,0.22,0.07,0.3,0.22,0.3,0.27,0.13,0.4,0.27,0.4,11,36,39
Michael Svoboda,Venezia,Serie A,Defender,0.07,0.0,0.07,0.07,0.07,0.01,0.04,0.06,0.01,0.06,13,43,5
Williot Swedberg,Celta Vigo,La Liga,Attacker,0.27,0.33,0.6,0.27,0.6,0.35,0.17,0.52,0.35,0.52,34,28,116
Issiaga Sylla,Montpellier,Ligue 1,Defender,0.08,0.0,0.08,0.08,0.08,0.15,0.05,0.19,0.15,0.19,33,53,46
Abakar Sylla,Strasbourg,Ligue 1,Defender,0.09,0.0,0.09,0.09,0.09,0.04,0.01,0.05,0.04,0.05,0,21,3
Mamadou Sylla,Valladolid,La Liga,Attacker,0.28,0.06,0.34,0.06,0.11,0.29,0.09,0.39,0.11,0.21,15,22,52
Sammie Szmodics,Ipswich Town,Premier League,Attacker,0.36,0.0,0.36,0.36,0.36,0.31,0.02,0.33,0.31,0.33,16,19,47
Dominik Szoboszlai,Liverpool,Premier League,Midfielder,0.22,0.22,0.43,0.22,0.43,0.27,0.27,0.53,0.27,0.53,72,131,127
Jorge Sáenz,Leganés,La Liga,Defender,0.05,0.0,0.05,0.05,0.05,0.07,0.01,0.07,0.07,0.07,5,36,2
Juanlu Sánchez,Sevilla,La Liga,Midfielder,0.21,0.21,0.42,0.21,0.42,0.11,0.15,0.26,0.11,0.26,44,68,83
Javi Sánchez,Valladolid,La Liga,Defender,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.03,0.02,0.03,4,34,4
Iván Sánchez,Valladolid,La Liga,Midfielder,0.13,0.06,0.19,0.13,0.19,0.04,0.19,0.23,0.04,0.23,60,77,93
Manu Sánchez,Alavés,La Liga,Defender,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1,47,78,97
Antonio Sánchez,Mallorca,La Liga,Midfielder,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,18,38,53
Sávio,Manchester City,Premier League,Attacker,0.05,0.41,0.46,0.05,0.46,0.26,0.35,0.61,0.26,0.61,137,67,246
Alexander Sørloth,Atlético Madrid,La Liga,Attacker,1.15,0.11,1.26,1.09,1.21,0.97,0.09,1.06,0.92,1.01,32,31,81
Niklas Süle,Dortmund,Bundesliga,Defender,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,15,47,10
Nicolás Tagliafico,Lyon,Ligue 1,Defender,0.14,0.05,0.19,0.14,0.19,0.14,0.04,0.18,0.14,0.18,31,97,81
Jonathan Tah,Leverkusen,Bundesliga,Defender,0.09,0.0,0.09,0.09,0.09,0.03,0.01,0.05,0.03,0.05,15,169,9
Renato Tapia,Leganés,La Liga,Midfielder,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04,17,83,20
Edmond Tapsoba,Leverkusen,Bundesliga,Defender,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,52,164,17
Florian Tardieu,Saint-Étienne,Ligue 1,Midfielder,0.14,0.29,0.43,0.14,0.43,0.05,0.1,0.15,0.05,0.15,11,139,44
Oussama Targhalline,Le Havre,Ligue 1,Midfielder,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08,25,66,34
James Tarkowski,Everton,Premier League,Defender,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,9,75,3
Nuno Tavares,Lazio,Serie A,Defender,0.0,0.43,0.43,0.0,0.43,0.06,0.26,0.32,0.06,0.32,98,111,100
Marcus Tavernier,Bournemouth,Premier League,Attacker,0.14,0.23,0.37,0.14,0.37,0.25,0.19,0.44,0.25,0.44,53,128,129
Jackson Tchatchoua,Hellas Verona,Serie A,Defender,0.06,0.09,0.14,0.06,0.14,0.05,0.08,0.13,0.05,0.13,88,72,163
Enzo Tchato,Montpellier,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,44,62,95
